,idx,mode,file,# Gadgets,CX depth,# CX,Rz depth,depth,# Rz,time,notes,matroid,root_heuristic,split_heuristic,arch_density,architecture
0,7,steiner,circuits/phasepoly/25qubits/100gadgets/Original11.qasm,100,905,2686,92,915,100,0 days 00:00:20.880976000,,gray,nash,count,0.13333333333333333,25q-square
0,8,steiner,circuits/phasepoly/25qubits/100gadgets/Original12.qasm,100,900,2776,96,915,100,0 days 00:00:21.007758000,,gray,nash,count,0.13333333333333333,25q-square
0,9,steiner,circuits/phasepoly/25qubits/100gadgets/Original2.qasm,100,818,2633,94,836,100,0 days 00:00:21.215134000,,gray,nash,count,0.13333333333333333,25q-square
0,10,steiner,circuits/phasepoly/25qubits/100gadgets/Original3.qasm,100,841,2634,96,855,100,0 days 00:00:19.852437000,,gray,nash,count,0.13333333333333333,25q-square
0,11,steiner,circuits/phasepoly/25qubits/100gadgets/Original13.qasm,100,817,2509,95,847,100,0 days 00:00:19.677970000,,gray,nash,count,0.13333333333333333,25q-square
0,12,steiner,circuits/phasepoly/25qubits/100gadgets/Original18.qasm,100,858,2694,96,867,100,0 days 00:00:19.053201000,,gray,nash,count,0.13333333333333333,25q-square
0,13,steiner,circuits/phasepoly/25qubits/100gadgets/Original4.qasm,100,805,2541,97,846,100,0 days 00:00:19.515867000,,gray,nash,count,0.13333333333333333,25q-square
0,14,steiner,circuits/phasepoly/25qubits/100gadgets/Original14.qasm,100,813,2554,97,829,100,0 days 00:00:19.858267000,,gray,nash,count,0.13333333333333333,25q-square
0,15,steiner,circuits/phasepoly/25qubits/100gadgets/Original8.qasm,100,891,2710,96,901,100,0 days 00:00:20.463577000,,gray,nash,count,0.13333333333333333,25q-square
0,16,steiner,circuits/phasepoly/25qubits/100gadgets/Original9.qasm,100,847,2582,96,867,100,0 days 00:00:21.760618000,,gray,nash,count,0.13333333333333333,25q-square
0,17,steiner,circuits/phasepoly/25qubits/100gadgets/Original15.qasm,100,778,2527,97,802,100,0 days 00:00:21.659476000,,gray,nash,count,0.13333333333333333,25q-square
0,18,steiner,circuits/phasepoly/25qubits/100gadgets/Original5.qasm,100,822,2708,97,838,100,0 days 00:00:21.606840000,,gray,nash,count,0.13333333333333333,25q-square
